,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model,Kilometers_Driven_log,Price_log,New Mileage,newprice,num_engine,power
5680,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000.0,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.54 Lakh,4.75,7,Hyundai,Grandi10,10.736396675471232,1.55814461804655,18.9,6.54,1197.0,81.86
5681,Renault KWID AMT RXL,Jaipur,2017,33000.0,Petrol,Automatic,First,24.04 kmpl,999 CC,67 bhp,5.0,,3.2,7,Renault,KWIDAMT,10.404262840448617,1.1631508098056809,24.04,4.93,999.0,67.0
5682,Maruti Alto 800 LXI,Kochi,2017,27718.0,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.28,7,Maruti,Alto800,10.229837300628748,1.1878434223960523,22.74,7.87,796.0,47.3
5683,Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000.0,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,7.5,11,Ford,Ecosport1.5,10.968198289528557,2.0149030205422647,15.8,11.2,1499.0,110.0
5684,Maruti Baleno Zeta,Coimbatore,2018,33150.0,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.71 Lakh,7.39,6,Maruti,BalenoZeta,10.408797995614009,2.0001277349601105,21.4,8.71,1197.0,83.1
5685,Maruti Ritz VDi,Pune,2013,77000.0,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.65,11,Maruti,RitzVDi,11.251560700835821,1.2947271675944,23.2,7.87,1248.0,73.94
5686,Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000.0,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,11.0,17,Mercedes-Benz,E-Class280,11.156250521031495,2.3978952727983707,11.0,70.85,2987.0,198.5
5687,Maruti Ritz VDi,Kolkata,2012,97000.0,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.0,12,Maruti,RitzVDi,11.48246625748552,1.0986122886681098,23.2,7.87,1248.0,73.94
5688,Chevrolet Beat Diesel LT,Chennai,2012,75300.0,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.25,12,Chevrolet,BeatDiesel,11.229235413787984,0.8109302162163288,25.44,9.74,936.0,57.6
5689,Maruti SX4 Vxi BSIV,Kochi,2010,69918.0,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.83,14,Maruti,SX4Vxi,11.155078405801317,1.0402767116551463,15.5,7.87,1586.0,103.3
5690,Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721.0,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,4.11,5,Maruti,Omni5,8.459775920546287,1.4134230285081433,14.0,7.87,796.0,35.0
5691,Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,39163.0,Diesel,Manual,First,13.5 kmpl,2477 CC,178 bhp,7.0,,14.7,10,Mitsubishi,PajeroSport,10.575487702494618,2.6878474937846906,13.5,33.21,2477.0,178.0
5692,Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000.0,Petrol,Automatic,First,13.0 kmpl,2987 CC,210 bhp,5.0,,25.0,11,Mercedes-Benz,SClass,11.289781913656018,3.2188758248682006,13.0,70.85,2987.0,210.0
5693,Chevrolet Beat Diesel LS,Bangalore,2015,66000.0,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,2.35,9,Chevrolet,BeatDiesel,11.097410021008562,0.8544153281560676,25.44,9.74,936.0,56.3
5694,Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154.0,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5.0,,6.41,7,Ford,Figo2015-2019,10.4955428715348,1.8578592709325787,25.83,11.2,1498.0,99.0
5695,Honda City i-VTEC VX,Ahmedabad,2012,34000.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,12.68 Lakh,5.75,12,Honda,Cityi-VTEC,10.4341158035983,1.749199854809259,17.4,12.68,1497.0,117.3
5696,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000.0,Diesel,Automatic,Second,17.9 kmpl,2143 CC,136 bhp,5.0,,17.55,8,Mercedes-Benz,GLAClass,11.002099841204238,2.865053949911875,17.9,70.85,2143.0,136.0
5697,Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000.0,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,,10.25,9,Hyundai,Creta1.4,10.373491181781864,2.327277705584417,21.38,9.74,1396.0,88.7
5698,Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985.0,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5.0,,3.16,12,Ford,FiestaClassic,11.289594396075696,1.1505720275988207,17.8,11.2,1399.0,67.0
5699,Audi A4 2.0 TDI,Bangalore,2014,37600.0,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,,22.5,10,Audi,A42.0,10.534759329377986,3.1135153092103742,16.55,53.14,1968.0,147.51
5700,Hyundai i10 Magna 1.1,Kochi,2015,31965.0,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3.55,9,Hyundai,i10Magna,10.372396833200828,1.2669476034873244,19.81,9.74,1086.0,68.05
5701,BMW 3 Series 320i Sedan,Kochi,2010,70749.0,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5.0,,9.86,14,BMW,3Series,11.166893681129975,2.288486168614544,12.05,57.985,1995.0,154.0
5702,BMW 7 Series 730Ld,Chennai,2013,38000.0,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,,45.0,11,BMW,7Series,10.545341438708522,3.8066624897703196,16.46,57.985,2993.0,258.0
5703,Hyundai Verna 1.6 SX VTVT,Kochi,2017,41534.0,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,7.99,7,Hyundai,Verna1.6,10.634267647902924,2.0781907597781832,17.01,9.74,1591.0,121.3
5704,Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,54455.0,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5.0,,6.5,7,Volkswagen,Ameo1.5,10.905129951509787,1.8718021769015913,22.0,11.105,1498.0,108.495
5705,Chevrolet Aveo 1.4 LS,Kolkata,2007,42000.0,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5.0,,0.75,17,Chevrolet,Aveo1.4,10.645424897265505,-0.2876820724517809,14.49,9.74,1399.0,92.7
5706,Chevrolet Cruze LTZ,Coimbatore,2018,52073.0,Diesel,Manual,Second,18.3 kmpl,1991 CC,147.9 bhp,5.0,,9.87,6,Chevrolet,CruzeLTZ,10.860401859246654,2.28949985344539,18.3,9.74,1991.0,147.9
5707,Hyundai i20 1.4 Sportz,Kochi,2018,40175.0,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.36,6,Hyundai,i201.4,10.601000190605713,1.8500283773520307,22.54,9.74,1396.0,88.73
5708,Honda BRV i-VTEC V CVT,Mumbai,2017,16503.0,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7.0,15.02 Lakh,9.5,7,Honda,BRVi-VTEC,9.711297461543568,2.2512917986064953,16.0,15.02,1497.0,117.3
5709,Hyundai Xcent 1.2 Kappa SX,Kochi,2017,15029.0,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,6.05,7,Hyundai,Xcent1.2,9.617736946934095,1.80005827204275,19.1,9.74,1197.0,82.0
5710,Maruti Alto 800 CNG LXI,Mumbai,2013,26200.0,CNG,Manual,First,30.46 km/kg,796 CC,47.3 bhp,5.0,,2.15,11,Maruti,Alto800,10.173514689749188,0.7654678421395714,42.644,7.87,796.0,47.3
5711,Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362.0,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,5.5,9,Hyundai,Grandi10,11.243240469220103,1.7047480922384253,24.0,9.74,1120.0,70.0
5712,Maruti Alto LXi,Kolkata,2007,18700.0,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.25,17,Maruti,AltoLXi,9.836278802842678,0.22314355131420976,19.7,7.87,796.0,46.3
5713,Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,67585.0,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,11.99,9,Toyota,Innova2.5,11.121141343917929,2.4840729690394228,12.99,23.25,2494.0,100.6
5714,Hyundai i10 Sportz 1.2 AT,Mumbai,2010,57000.0,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5.0,,2.5,14,Hyundai,i10Sportz,10.950806546816688,0.9162907318741551,16.95,9.74,1197.0,78.9
5715,Honda City i-VTEC CVT V,Kochi,2019,22321.0,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,13.4 Lakh,11.66,5,Honda,Cityi-VTEC,10.013283218359012,2.4561641809223462,18.0,13.4,1497.0,117.3
5716,Maruti Zen LX,Jaipur,1998,95150.0,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,,0.53,26,Maruti,ZenLX,11.463209872724295,-0.6348782724359695,17.3,7.87,993.0,60.0
5717,Maruti Wagon R LXI BS IV,Kolkata,2015,36428.0,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.1,9,Maruti,WagonR,10.50309298868771,1.1314021114911006,20.51,7.87,998.0,67.04
5718,Ford Figo Diesel Titanium,Hyderabad,2012,73500.0,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,2.6,12,Ford,FigoDiesel,11.205040685200927,0.9555114450274363,20.0,11.2,1399.0,68.0
5719,Honda Amaze S i-Vtech,Kochi,2015,47234.0,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,5.09,9,Honda,AmazeS,10.762869251237097,1.6272778305624314,18.0,11.15,1198.0,86.7
5720,Hyundai Accent GLE,Hyderabad,2008,62364.0,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,,2.3,16,Hyundai,AccentGLE,11.040743464796442,0.8329091229351039,13.2,9.74,1495.0,94.0
5721,Hyundai Verna 1.6 SX CRDi (O),Pune,2012,89000.0,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.0,12,Hyundai,Verna1.6,11.396391648714276,1.791759469228055,22.32,9.74,1582.0,126.32
5722,Maruti Swift ZDi,Ahmedabad,2013,58653.0,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.4,11,Maruti,SwiftZDi,10.9793940036686,1.4816045409242156,25.2,7.87,1248.0,74.0
5723,Mercedes-Benz B Class B180,Delhi,2013,30000.0,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.0,11,Mercedes-Benz,BClass,10.308952660644293,2.3978952727983707,14.8,70.85,1595.0,120.7
5724,Chevrolet Cruze LTZ,Coimbatore,2014,64042.0,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5.0,,5.7,10,Chevrolet,CruzeLTZ,11.06729439710394,1.7404661748405046,17.3,9.74,1998.0,163.7
5725,Skoda Laura Ambiente 2.0 TDI CR AT,Chennai,2013,120000.0,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5.0,,6.95,11,Skoda,LauraAmbiente,11.695247021764184,1.9387416595767009,20.0,31.365000000000002,1968.0,138.1
5726,Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,90000.0,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,7.9,10,Mahindra,ScorpioVLX,11.407564949312402,2.066862759472976,12.05,11.145,2179.0,120.0
5727,BMW X1 xDrive 20d xLine,Kochi,2018,30733.0,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,,29.3,6,BMW,X1xDrive,10.333092274830772,3.3775875160230218,20.68,57.985,1995.0,190.0
5728,Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,2009,43600.0,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,5.0,,10.24,15,Mercedes-Benz,E-Class2009-2013,10.682812429337126,2.3263016196113617,10.93,70.85,3498.0,272.0
5729,Skoda Superb Elegance 1.8 TSI AT,Pune,2010,71473.0,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,,5.35,14,Skoda,SuperbElegance,11.177075034987192,1.6770965609079151,13.7,31.365000000000002,1798.0,157.75
5730,Honda Brio VX AT,Mumbai,2014,39000.0,Petrol,Automatic,Second,16.5 kmpl,1198 CC,86.8 bhp,5.0,,3.49,10,Honda,BrioVX,10.571316925111784,1.2499017362143359,16.5,11.15,1198.0,86.8
5731,Hyundai i10 Magna 1.2,Hyderabad,2009,84045.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.85,15,Hyundai,i10Magna,11.339107648667495,1.0473189942805592,20.36,9.74,1197.0,78.9
5732,Honda City i VTEC SV,Mumbai,2014,57004.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,5.35,10,Honda,Cityi,10.950876719793103,1.6770965609079151,17.4,11.15,1497.0,117.3
5733,Ford Figo Petrol ZXI,Coimbatore,2012,75464.0,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,3.62,12,Ford,FigoPetrol,11.23141100032969,1.2864740258376797,15.6,11.2,1196.0,70.0
5734,Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2006,142000.0,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,6.25,18,Toyota,Innova2.5,11.863582336583399,1.8325814637483102,12.8,23.25,2494.0,102.0
5735,Mahindra Verito 1.5 D6 BSIV,Kochi,2012,118683.0,Diesel,Manual,Second,21.0 kmpl,1461 CC,64.1 bhp,5.0,,3.19,12,Mahindra,Verito1.5,11.684211352143919,1.1600209167967532,21.0,11.145,1461.0,64.1
5736,Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000.0,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6.0,7.96 Lakh,5.5,6,Mahindra,KUV100,10.645424897265505,1.7047480922384253,18.15,7.96,1198.0,82.0
5737,Hyundai i20 Sportz Option 1.2,Kochi,2019,12800.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.67,5,Hyundai,i20Sportz,9.457200449907708,2.0373166153791646,18.6,9.74,1197.0,81.83
5738,Tata New Safari EX 4x2,Jaipur,2011,80000.0,Petrol,Manual,First,12.0 kmpl,2092 CC,127 bhp,7.0,,5.5,13,Tata,NewSafari,11.289781913656018,1.7047480922384253,12.0,7.63,2092.0,127.0
5739,Maruti Swift Dzire VDi,Hyderabad,2014,76126.0,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,6.6,10,Maruti,SwiftDzire,11.240145141214915,1.8870696490323797,19.3,7.87,1248.0,73.9
5740,BMW X5 xDrive 30d M Sport,Chennai,2017,21000.0,Diesel,Automatic,Second,15.97 kmpl,2993 CC,258 bhp,5.0,,55.0,7,BMW,X5xDrive,9.95227771670556,4.007333185232471,15.97,57.985,2993.0,258.0
5741,Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,2013,85000.0,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,21.0,11,Audi,A62011-2015,11.350406535472453,3.044522437723423,17.68,53.14,1968.0,174.33
5742,Maruti Baleno Delta 1.2,Jaipur,2017,27000.0,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,4.5,7,Maruti,BalenoDelta,10.203592144986466,1.5040773967762742,21.4,7.87,1197.0,83.1
5743,Hyundai Santa Fe 4WD AT,Coimbatore,2016,45794.0,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7.0,,20.67,8,Hyundai,SantaFe,10.731908357153642,3.028683373693677,13.01,9.74,2199.0,194.3
5744,Chevrolet Cruze LTZ AT,Hyderabad,2013,57352.0,Diesel,Automatic,First,14.39 kmpl,1998 CC,163.7 bhp,5.0,,6.5,11,Chevrolet,CruzeLTZ,10.956962995532708,1.8718021769015913,14.39,9.74,1998.0,163.7
5745,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2018,41467.0,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5.0,,37.98,6,Mercedes-Benz,E-Class2015-2017,10.632653209172005,3.63705970538414,15.0,70.85,2143.0,204.0
5746,Hyundai Santro Xing GLS,Mumbai,2009,42000.0,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,1.45,15,Hyundai,SantroXing,10.645424897265505,0.371563556432483,17.92,9.74,1086.0,62.1
5747,Maruti Wagon R LXI CNG,Delhi,2014,62549.0,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5.0,,2.95,10,Maruti,WagonR,11.043705528557028,1.0818051703517284,37.24,7.87,998.0,58.16
5748,Maruti Ciaz VDi Plus SHVS,Hyderabad,2015,67048.0,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.9,9,Maruti,CiazVDi,11.113164059778741,2.066862759472976,28.09,7.87,1248.0,88.5
5749,Honda City i-VTEC V,Kochi,2018,11732.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,11.88 Lakh,10.07,6,Honda,Cityi-VTEC,9.37007543009734,2.309560706730471,17.4,11.88,1497.0,117.3
5750,Nissan Terrano XL Plus ICC WT20 SE,Mumbai,2016,37000.0,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,6.5,8,Nissan,TerranoXL,10.51867319162636,1.8718021769015913,20.45,9.51,1461.0,83.8
5751,BMW 3 Series 320d Prestige,Hyderabad,2015,30000.0,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,22.0,9,BMW,3Series,10.308952660644293,3.091042453358316,18.88,57.985,1995.0,184.0
5752,Honda City i DTEC V,Hyderabad,2016,53000.0,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,9.75,8,Honda,Cityi,10.87804719253426,2.277267285009756,26.0,11.15,1498.0,98.6
5753,Nissan Terrano XL Plus 85 PS,Jaipur,2014,60000.0,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,6.0,10,Nissan,TerranoXL,11.002099841204238,1.791759469228055,20.45,9.51,1461.0,83.8
5754,Hyundai Grand i10 CRDi Sportz,Delhi,2014,65000.0,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3.99,10,Hyundai,Grandi10,11.082142548877775,1.3837912309017721,24.0,9.74,1120.0,70.0
5755,Hyundai Santro Xing XL eRLX Euro III,Ahmedabad,2008,51000.0,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,,1.75,16,Hyundai,SantroXing,10.839580911706463,0.5596157879354227,17.0,9.74,1086.0,82.0
5756,Toyota Fortuner 4x2 AT,Delhi,2015,92000.0,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,19.75,9,Toyota,Fortuner4x2,11.429543856031177,2.9831534913471307,12.55,23.25,2982.0,168.5
5757,Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000.0,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,21.36 Lakh,16.95,7,Toyota,InnovaCrysta,10.341742483467284,2.830267833826459,13.68,21.36,2393.0,147.8
5758,Maruti Baleno Zeta 1.2,Chennai,2017,43917.0,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.8,7,Maruti,BalenoZeta,10.690056767839522,1.916922612182061,21.4,7.87,1197.0,83.1
5759,Hyundai Santro Xing XL eRLX Euro III,Kolkata,2007,46707.0,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,,0.99,17,Hyundai,SantroXing,10.751649325357784,-0.01005033585350145,17.0,9.74,1086.0,82.0
5760,Hyundai i10 Sportz 1.1L,Pune,2013,84000.0,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.95,11,Hyundai,i10Sportz,11.33857207782545,1.0818051703517284,19.81,9.74,1086.0,68.05
5761,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,55662.0,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,42.83,9,Audi,Q73.0,10.927052966881327,3.7572387916272794,12.07,53.14,2967.0,241.4
5762,Volvo S60 D4 Momentum,Hyderabad,2014,51000.0,Diesel,Automatic,First,27.03 kmpl,1969 CC,190 bhp,5.0,45.67 Lakh,21.5,10,Volvo,S60D4,10.839580911706463,3.068052935133617,27.03,45.67,1969.0,190.0
5763,Honda City i VTEC V,Jaipur,2015,24398.0,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,7.9,9,Honda,Cityi,10.102256440708683,2.066862759472976,17.8,11.15,1497.0,117.3
5764,Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,78000.0,Petrol,Manual,Second,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.3,13,Maruti,AltoK10,11.26446410567173,0.8329091229351039,20.92,7.87,998.0,67.1
5765,Honda Brio 1.2 S Option MT,Delhi,2012,40315.0,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,5.92 Lakh,2.75,12,Honda,Brio1.2,10.604478887119122,1.0116009116784799,18.5,5.92,1198.0,86.8
5766,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,2011,83000.0,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,6.71,13,Mahindra,ScorpioVLX,11.326595886778735,1.9035989509835904,12.05,11.145,2179.0,120.0
5767,Renault Duster 110PS Diesel RxL AMT,Kochi,2017,58151.0,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,,9.6,7,Renault,Duster110PS,10.970798354703502,2.2617630984737906,19.6,4.93,1461.0,108.45
5768,Hyundai Creta 1.6 CRDi SX,Kochi,2017,30519.0,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.81,7,Hyundai,Creta1.6,10.326104719461858,2.550226115908643,19.67,9.74,1582.0,126.2
5769,Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712.0,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.59 Lakh,6.94,5,Tata,Tiago1.2,9.938468521431373,1.937301774518713,23.84,6.59,1199.0,84.0
5770,Mahindra XUV500 W6 2WD,Mumbai,2015,48000.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,9.45,9,Mahindra,XUV500W6,10.778956289890028,2.2460147415056513,16.0,11.145,2179.0,140.0
5771,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2015,85000.0,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,6.0,9,Volkswagen,Vento1.5,11.350406535472453,1.791759469228055,20.34,11.105,1498.0,103.2
5772,Mercedes-Benz B Class B180,Delhi,2013,32000.0,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.0,11,Mercedes-Benz,BClass,10.373491181781864,2.3978952727983707,14.8,70.85,1595.0,120.7
5773,Maruti SX4 Vxi BSIV,Delhi,2011,52000.0,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.6,13,Maruti,SX4Vxi,10.858998997563564,0.9555114450274363,15.5,7.87,1586.0,103.3
5774,Hyundai Getz GLE,Hyderabad,2007,58307.0,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5.0,,1.95,17,Hyundai,GetzGLE,10.973477433741559,0.6678293725756554,15.3,9.74,1341.0,83.0
5775,BMW 6 Series Gran Coupe,Mumbai,2013,30000.0,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4.0,,45.0,11,BMW,6Series,10.308952660644293,3.8066624897703196,17.54,57.985,2993.0,313.0
5776,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,40000.0,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,22.0,10,Audi,A42.0,10.596634733096073,3.091042453358316,17.11,53.14,1968.0,174.33
5777,Hyundai i20 Asta Option 1.2,Kolkata,2015,36000.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4.9,9,Hyundai,i20Asta,10.491274217438248,1.589235205116581,18.6,9.74,1197.0,81.83
5778,Nissan Terrano XL D Option,Kochi,2015,58817.0,Diesel,Manual,First,19.87 kmpl,1461 CC,83.14 bhp,5.0,15.06 Lakh,6.25,9,Nissan,TerranoXL,10.982186207747102,1.8325814637483102,19.87,15.06,1461.0,83.14
5779,Volkswagen Vento Konekt Diesel Highline,Chennai,2013,55000.0,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,6.1,11,Volkswagen,VentoKonekt,10.915088464214607,1.8082887711792655,20.54,11.105,1598.0,103.6
5780,Hyundai i10 Sportz,Mumbai,2011,39000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.6,13,Hyundai,i10Sportz,10.571316925111784,0.9555114450274363,20.36,9.74,1197.0,78.9
5781,Lamborghini Gallardo Coupe,Delhi,2011,6500.0,Petrol,Automatic,Third,6.4 kmpl,5204 CC,560 bhp,2.0,,120.0,13,Lamborghini,GallardoCoupe,8.779557455883728,4.787491742782046,6.4,9.74,5204.0,560.0
5782,Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2012,35000.0,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,29.0,12,Jaguar,XF3.0,10.46310334047155,3.367295829986474,14.74,53.72,2993.0,270.9
5783,Maruti Swift Dzire VXi,Pune,2010,49900.0,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5.0,,3.3,14,Maruti,SwiftDzire,10.81777628173961,1.1939224684724346,17.5,7.87,1298.0,85.8
5784,Tata Indica Vista Quadrajet VX,Hyderabad,2013,99500.0,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5.0,,3.05,11,Tata,IndicaVista,11.507912923146684,1.1151415906193203,22.3,7.63,1248.0,74.0
5785,Hyundai i20 Asta 1.4 CRDi,Kolkata,2012,33249.0,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5.0,,3.25,12,Hyundai,i20Asta,10.411779970443762,1.1786549963416462,21.27,9.74,1396.0,88.76
5786,Hyundai Xcent 1.2 Kappa S Option,Delhi,2014,52000.0,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,3.75,10,Hyundai,Xcent1.2,10.858998997563564,1.3217558399823195,19.1,9.74,1197.0,81.86
5787,Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2015,45000.0,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,13.25,9,Toyota,Innova2.5,10.714417768752456,2.583997552432231,12.99,23.25,2494.0,100.6
5788,Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000.0,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.42 Lakh,4.8,7,Tata,Tiago1.2,9.998797732340453,1.5686159179138452,23.84,6.42,1199.0,84.0
